Location,County/Zone,St.,Date,Time,T.Z.,Type,Mag,Dth,Inj,PrD,CrD
LANTRY,DEWEY CO.,SD,06/16/2010,18:35,MST-7,Tornado,EF2,0,0,0.00K,0.00K
URBANK,OTTER TAIL CO.,MN,06/17/2010,14:45,CST-6,Tornado,EF4,1,5,0.00K,0.00K
BLUFFTON,OTTER TAIL CO.,MN,06/17/2010,15:59,CST-6,Tornado,EF4,0,0,0.00K,0.00K
WADENA,WADENA CO.,MN,06/17/2010,16:02,CST-6,Tornado,EF4,0,20,0.00K,0.00K
KIESTER,FARIBAULT CO.,MN,06/17/2010,17:13,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MAPLE BAY,POLK CO.,MN,06/17/2010,17:15,CST-6,Tornado,EF3,1,2,0.00K,0.00K
KIESTER,FARIBAULT CO.,MN,06/17/2010,17:16,CST-6,Tornado,EF2,0,0,0.00K,0.00K
TERREBONNE,RED LAKE CO.,MN,06/17/2010,17:27,CST-6,Tornado,EF3,0,0,0.00K,0.00K
MANSFIELD,FREEBORN CO.,MN,06/17/2010,17:33,CST-6,Tornado,EF4,1,14,0.00K,0.00K
(AEL)ALBERT LEA ARPT,FREEBORN CO.,MN,06/17/2010,18:05,CST-6,Tornado,EF3,0,0,0.00K,0.00K
ELLENDALE,STEELE CO.,MN,06/17/2010,18:30,CST-6,Tornado,EF2,0,0,0.00K,0.00K
HOLLANDALE,FREEBORN CO.,MN,06/17/2010,18:47,CST-6,Tornado,EF3,0,0,0.00K,0.00K
BLOOMING PRAIRIE,STEELE CO.,MN,06/17/2010,19:10,CST-6,Tornado,EF3,0,0,0.00K,0.00K
BLOOMING PRAIRIE,STEELE CO.,MN,06/17/2010,19:25,CST-6,Tornado,EF2,0,1,0.00K,0.00K
ROCK CREEK,PINE CO.,MN,6/17/2010,19:45,CST-6,Tornado,EF2,0,2,283.00K,0.00K
PORTLAND JCT,TRAILL CO.,ND,06/17/2010,14:49,CST-6,Tornado,EF4,0,1,0.00K,0.00K
HOLMES,GRAND FORKS CO.,ND,06/17/2010,15:05,CST-6,Tornado,EF4,0,0,0.00K,0.00K
HOPE,STEELE CO.,ND,06/17/2010,15:28,CST-6,Tornado,EF2,0,0,0.00K,0.00K
OJATA,GRAND FORKS CO.,ND,06/17/2010,15:31,CST-6,Tornado,EF2,0,0,0.00K,0.00K
HOPE,STEELE CO.,ND,06/17/2010,15:40,CST-6,Tornado,EF2,0,0,0.00K,0.00K
SUPERIOR,NUCKOLLS CO.,NE,06/20/2010,18:50,CST-6,Tornado,EF2,0,0,0.00K,0.00K
LITTLE ROCK,LYON CO.,IA,06/25/2010,20:53,CST-6,Tornado,EF2,0,0,500.00K,0.00K
SIBLEY,OSCEOLA CO.,IA,06/25/2010,21:10,CST-6,Tornado,EF4,0,13,3.000M,0.00K
ESSIG,BROWN CO.,MN,6/25/2010,16:55,CST-6,Tornado,EF2,0,0,0.00K,0.00K
COURTLAND,NICOLLET CO.,MN,06/25/2010,17:30,CST-6,Tornado,EF2,0,0,0.00K,0.00K
RAPIDAN,BLUE EARTH CO.,MN,06/25/2010,17:55,CST-6,Tornado,EF2,0,0,0.00K,0.00K
GOOD THUNDER,BLUE EARTH CO.,MN,06/25/2010,18:05,CST-6,Tornado,EF2,0,0,0.00K,0.00K
LISBON MUNI ARPT,RANSOM CO.,ND,07/14/2010,2:59,CST-6,Tornado,EF2,0,0,2.000M,400.00K
SIBLEY,BARNES CO.,ND,07/26/2010,23:30,CST-6,Tornado,EF2,0,0,1.000M,250.00K
DORAN,WILKIN CO.,MN,08/07/2010,17:37,CST-6,Tornado,EF4,0,0,0.00K,0.00K
TYLER,RICHLAND CO.,ND,08/07/2010,17:25,CST-6,Tornado,EF4,0,0,0.00K,0.00K
HOLMES,GRAND FORKS CO.,ND,08/10/2010,12:36,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BOWBELLS,BURKE CO.,ND,08/12/2010,20:26,CST-6,Tornado,EF3,0,0,700.00K,150.00K
NIOBE,WARD CO.,ND,08/12/2010,20:40,CST-6,Tornado,EF3,1,1,500.00K,100.00K
WOOSTER,WAYNE CO.,OH,09/16/2010,16:26,EST-5,Tornado,EF2,0,0,35.000M,0.00K
CARTHON,PERRY CO.,OH,9/16/2010,17:00,EST-5,Tornado,EF2,0,1,500.00K,0.00K
KIMBERLY,ATHENS CO.,OH,9/16/2010,17:54,EST-5,Tornado,EF2,0,7,750.00K,0.00K
JOPPA,MEIGS CO.,OH,9/16/2010,19:00,EST-5,Tornado,EF3,0,6,1.500M,0.00K
PEOTONE,WILL CO.,IL,10/26/2010,6:40,CST-6,Tornado,EF2,0,2,500.00K,0.00K
CRIDERSVILLE,AUGLAIZE CO.,OH,10/26/2010,10:59,EST-5,Tornado,EF2,0,0,230.00K,0.00K
HARLEM,WINNEBAGO CO.,IL,11/22/2010,15:00,CST-6,Tornado,EF2,0,6,5.000M,0.00K
LINCNS NEW SALEM ST,MENARD CO.,IL,12/31/2010,12:37,CST-6,Tornado,EF3,0,1,12.000M,0.00K
BLOODLAND,PULASKI CO.,MO,12/31/2010,9:43,CST-6,Tornado,EF3,0,4,90.000M,0.00K
ROLLA DOWNTOWN ARPT,PHELPS CO.,MO,12/31/2010,10:06,CST-6,Tornado,EF3,2,6,1.000M,0.00K
MOSELLE,FRANKLIN CO.,MO,12/31/2010,11:19,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ST LOUIS WEISS ARPT,ST. LOUIS CO.,MO,12/31/2010,11:49,CST-6,Tornado,EF3,1,6,1.000M,0.00K
CHILTON,CARTER CO.,MO,12/31/2010,13:24,CST-6,Tornado,EF2,0,0,200.00K,0.00K
STRINGTOWN,BUTLER CO.,MO,12/31/2010,14:25,CST-6,Tornado,EF2,0,0,250.00K,0.00K
CHINATOWN,MADISON CO.,IL,2/27/2011,23:45,CST-6,Tornado,EF2,0,1,0.00K,0.00K
COVINGTON,WASHINGTON CO.,IL,2/28/2011,0:08,CST-6,Tornado,EF2,0,0,0.00K,0.00K
CONFIDNECE,FAYETTE CO.,IL,2/28/2011,0:27,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ST ELMO,FAYETTE CO.,IL,2/28/2011,0:33,CST-6,Tornado,EF2,0,0,0.00K,0.00K
PRINCETON,GIBSON CO.,IN,2/28/2011,1:51,CST-6,Tornado,EF2,0,0,350.00K,0.00K
LITTLE,PIKE CO.,IN,2/28/2011,3:01,EST-5,Tornado,EF2,0,0,250.00K,0.00K
MILLERSPORT,DUBOIS CO.,IN,2/28/2011,3:19,EST-5,Tornado,EF2,0,1,500.00K,0.00K
PITZER,MADISON CO.,IA,03/22/2011,17:18,CST-6,Tornado,EF2,0,0,1.000M,0.00K
MAPLETON,MONONA CO.,IA,04/09/2011,18:20,CST-6,Tornado,EF3,0,14,0.00K,0.00K
ARTHUR,IDA CO.,IA,04/09/2011,19:20,CST-6,Tornado,EF2,0,0,50.00K,0.00K
ODEBOLT,SAC CO.,IA,04/09/2011,19:23,CST-6,Tornado,EF3,0,0,2.000M,0.00K
ODEBOLT,SAC CO.,IA,04/09/2011,19:29,CST-6,Tornado,EF2,0,0,1.000M,0.00K
NEMAHA,SAC CO.,IA,04/09/2011,20:08,CST-6,Tornado,EF2,0,0,2.000M,0.00K
NEWELL,BUENA VISTA CO.,IA,04/09/2011,20:24,CST-6,Tornado,EF2,0,0,1.000M,0.00K
NEMAHA,SAC CO.,IA,04/09/2011,20:24,CST-6,Tornado,EF2,0,0,500.00K,0.00K
NEWELL,BUENA VISTA CO.,IA,04/09/2011,20:26,CST-6,Tornado,EF2,0,0,10.00K,0.00K
FONDA,POCAHONTAS CO.,IA,04/09/2011,20:31,CST-6,Tornado,EF3,0,0,10.000M,0.00K
VARINA,POCAHONTAS CO.,IA,04/09/2011,20:54,CST-6,Tornado,EF4,0,0,2.500M,0.00K
VARINA,POCAHONTAS CO.,IA,04/09/2011,20:56,CST-6,Tornado,EF2,0,0,100.00K,0.00K
GIRARD,MACOUPIN CO.,IL,4/19/2011,16:58,CST-6,Tornado,EF3,0,2,0.00K,0.00K
FARMERSVILLE,MONTGOMERY CO.,IL,4/19/2011,17:08,CST-6,Tornado,EF2,0,0,0.00K,0.00K
HONEY BEND,MONTGOMERY CO.,IL,4/19/2011,17:15,CST-6,Tornado,EF2,0,0,0.00K,0.00K
CONCORD,WHITE CO.,IL,4/19/2011,20:28,CST-6,Tornado,EF2,0,0,2.000M,0.00K
FAIRFIELD,WAYNE CO.,IL,4/19/2011,20:30,CST-6,Tornado,EF2,0,2,400.00K,0.00K
KEENSBURG,WABASH CO.,IL,04/19/2011,20:48,CST-6,Tornado,EF2,0,0,2.500M,0.00K
BRETZVILLE,DUBOIS CO.,IN,4/19/2011,22:26,EST-5,Tornado,EF2,0,0,0.00K,0.00K
ROLAND,ORANGE CO.,IN,4/19/2011,22:39,EST-5,Tornado,EF2,0,0,0.00K,0.00K
CELINA,MERCER CO.,OH,04/19/2011,22:39,EST-5,Tornado,EF2,0,0,340.00K,0.00K
NEWARK HEATH ARPT,LICKING CO.,OH,04/20/2011,1:42,EST-5,Tornado,EF2,0,0,45.00K,0.00K
GRANITE CITY,MADISON CO.,IL,04/22/2011,19:24,CST-6,Tornado,EF2,0,0,0.00K,0.00K
WATERLOO,MONROE CO.,IL,04/22/2011,19:50,CST-6,Tornado,EF2,0,1,0.00K,0.00K
ST MORGAN,MADISON CO.,IL,4/22/2011,19:55,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ST ROSE,CLINTON CO.,IL,04/22/2011,20:10,CST-6,Tornado,EF2,0,0,0.00K,0.00K
VIGUS,ST. LOUIS CO.,MO,04/22/2011,18:59,CST-6,Tornado,EF4,0,5,250.000M,0.00K
CAIRO ARPT,ALEXANDER CO.,IL,04/23/2011,13:15,CST-6,Tornado,EF2,0,0,700.00K,0.00K
BOONVILLE,WARRICK CO.,IN,4/26/2011,1:02,CST-6,Tornado,EF2,0,0,90.00K,0.00K
RICEVILLE,HOWARD CO.,IA,5/22/2011,13:33,CST-6,Tornado,EF2,0,3,525.00K,0.00K
KOSZTA,IOWA CO.,IA,5/22/2011,13:40,CST-6,Tornado,EF2,0,0,250.00K,0.00K
YORK,FILLMORE CO.,MN,05/22/2011,14:05,CST-6,Tornado,EF2,0,0,250.00K,0.00K
MOUND PRAIRIE,HOUSTON CO.,MN,05/22/2011,15:05,CST-6,Tornado,EF2,0,0,240.00K,0.00K
REDINGS MILL,NEWTON CO.,MO,5/22/2011,16:34,CST-6,Tornado,EF2,0,0,2.00K,0.00K
CENTRAL CITY,JASPER CO.,MO,5/22/2011,16:40,CST-6,Tornado,EF5,158,1150,2.800B,0.00K
SAGINAW,NEWTON CO.,MO,5/22/2011,17:00,CST-6,Tornado,EF2,0,0,100.00K,0.00K
PEPSIN,NEWTON CO.,MO,5/22/2011,17:10,CST-6,Tornado,EF2,0,0,700.00K,0.00K
PIERCE CITY,LAWRENCE CO.,MO,5/22/2011,17:25,CST-6,Tornado,EF2,0,0,300.00K,0.00K
ELSEY,STONE CO.,MO,05/22/2011,18:10,CST-6,Tornado,EF2,0,0,1.000M,0.00K
SOUTH WEST CITY,MCDONALD CO.,MO,05/22/2011,18:26,CST-6,Tornado,EF3,0,2,1.000M,0.00K
WOODLAWN,JEFFERSON CO.,IL,05/25/2011,17:28,CST-6,Tornado,EF2,0,0,4.000M,0.00K
HILLERMAN,MASSAC CO.,IL,05/25/2011,17:59,CST-6,Tornado,EF2,0,0,150.00K,0.00K
NEW HEBRON,CRAWFORD CO.,IL,05/25/2011,18:57,CST-6,Tornado,EF2,0,0,920.00K,0.00K
MT AYR,NEWTON CO.,IN,5/25/2011,8:19,CST-6,Tornado,EF2,0,0,50.00K,0.00K
ERIE,LAWRENCE CO.,IN,5/25/2011,18:58,EST-5,Tornado,EF3,0,0,150.00K,0.00K
CYNTHIANA,POSEY CO.,IN,5/25/2011,19:09,CST-6,Tornado,EF2,0,0,40.00K,0.00K
NISBET,VANDERBURGH CO.,IN,5/25/2011,19:10,CST-6,Tornado,EF2,0,0,100.00K,0.00K
ST JAMES,GIBSON CO.,IN,5/25/2011,19:13,CST-6,Tornado,EF2,0,0,100.00K,0.00K
COE,PIKE CO.,IN,5/25/2011,20:35,EST-5,Tornado,EF2,0,0,0.00K,0.00K
HUNTINGBURG,DUBOIS CO.,IN,5/25/2011,20:50,EST-5,Tornado,EF2,0,0,100.00K,0.00K
ORLEANS ARPT,ORANGE CO.,IN,5/25/2011,21:22,EST-5,Tornado,EF2,0,0,150.00K,0.00K
SEDALIA,PETTIS CO.,MO,05/25/2011,11:22,CST-6,Tornado,EF2,0,20,4.000M,0.00K
GRANDIN,CARTER CO.,MO,05/25/2011,14:49,CST-6,Tornado,EF3,0,0,300.00K,0.00K
LEEPER,WAYNE CO.,MO,05/25/2011,15:05,CST-6,Tornado,EF3,0,2,500.00K,0.00K
WALCOTT,RICHLAND CO.,ND,05/30/2011,19:46,CST-6,Tornado,EF2,0,0,500.00K,0.00K
KINDRED,CASS CO.,ND,05/30/2011,19:48,CST-6,Tornado,EF2,0,0,50.00K,0.00K
HORACE,CASS CO.,ND,05/30/2011,19:55,CST-6,Tornado,EF2,0,0,600.00K,0.00K
WEST FARGO,CASS CO.,ND,05/30/2011,20:03,CST-6,Tornado,EF2,0,0,750.00K,0.00K
NEW LEIPZIG,GRANT CO.,ND,06/12/2011,19:15,MST-7,Tornado,EF2,0,0,200.00K,50.00K
KEYSVILLE,CRAWFORD CO.,MO,06/19/2011,0:58,CST-6,Tornado,EF2,0,3,150.00K,0.00K
ELM CREEK,BUFFALO CO.,NE,06/20/2011,14:51,CST-6,Tornado,EF2,0,1,750.00K,500.00K
ELM CREEK,BUFFALO CO.,NE,06/20/2011,15:09,CST-6,Tornado,EF3,0,0,6.000M,2.000M
ROCKVILLE,SHERMAN CO.,NE,06/20/2011,15:46,CST-6,Tornado,EF2,0,0,100.00K,0.00K
HAMPTON,HAMILTON CO.,NE,06/20/2011,16:25,CST-6,Tornado,EF2,0,0,2.500M,500.00K
HENDERSON,YORK CO.,NE,06/20/2011,16:40,CST-6,Tornado,EF2,0,0,3.500M,500.00K
DURANT,POLK CO.,NE,06/20/2011,17:02,CST-6,Tornado,EF3,0,0,4.000M,500.00K
TYLER,LINCOLN CO.,MN,07/01/2011,14:57,CST-6,Tornado,EF2,0,0,100.00K,0.00K
AMENIA,CASS CO.,ND,07/04/2011,20:59,CST-6,Tornado,EF2,0,0,150.00K,150.00K
NAPOLEON,LOGAN CO.,ND,07/10/2011,13:40,CST-6,Tornado,EF2,0,0,450.00K,0.00K
NICHOLSON,SARGENT CO.,ND,07/10/2011,15:50,CST-6,Tornado,EF2,0,0,800.00K,2.000M
NORTONVILLE,LA MOURE CO.,ND,07/17/2011,16:57,CST-6,Tornado,EF3,0,1,500.00K,250.00K
WOOD LAKE,CHERRY CO.,NE,08/11/2011,19:05,CST-6,Tornado,EF3,0,0,15.00K,0.00K
ENFIELD,WHITE CO.,IL,01/22/2012,22:18,CST-6,Tornado,EF2,0,0,250.00K,0.00K
FOOSE,DALLAS CO.,MO,02/28/2012,23:59,CST-6,Tornado,EF2,1,12,650.00K,0.00K
ALDRIDGE,UNION CO.,IL,02/29/2012,4:00,CST-6,Tornado,EF2,0,0,100.00K,0.00K
MAKANDA,JACKSON CO.,IL,02/29/2012,4:18,CST-6,Tornado,EF2,0,0,100.00K,0.00K
WOLF CREEK,WILLIAMSON CO.,IL,02/29/2012,4:26,CST-6,Tornado,EF2,0,0,100.00K,0.00K
CARRIERS MILLS,SALINE CO.,IL,02/29/2012,4:51,CST-6,Tornado,EF4,8,95,2.000M,0.00K
MOUNDS,PULASKI CO.,IL,02/29/2012,5:00,CST-6,Tornado,EF2,0,0,0.00K,0.00K
EQUALITY,GALLATIN CO.,IL,02/29/2012,5:04,CST-6,Tornado,EF4,0,13,1.000M,0.00K
METROPOLIS MUNI ARPT,MASSAC CO.,IL,02/29/2012,5:35,CST-6,Tornado,EF2,0,0,50.00K,0.00K
EXETER,BARRY CO.,MO,02/29/2012,0:42,CST-6,Tornado,EF2,1,4,575.00K,0.00K
KIMBERLING CITY,STONE CO.,MO,02/29/2012,1:13,CST-6,Tornado,EF2,0,10,5.500M,0.00K
BRANSON MEM ARPT,TANEY CO.,MO,02/29/2012,1:19,CST-6,Tornado,EF2,0,37,15.000M,0.00K
JEWETT,MADISON CO.,MO,02/29/2012,2:55,CST-6,Tornado,EF2,0,1,0.00K,0.00K
MAYFIELD,BOLLINGER CO.,MO,02/29/2012,3:34,CST-6,Tornado,EF2,0,0,70.00K,0.00K
KURREVILLE,CAPE GIRARDEAU CO.,MO,02/29/2012,3:38,CST-6,Tornado,EF2,0,0,100.00K,0.00K
OAK RIDGE,CAPE GIRARDEAU CO.,MO,02/29/2012,3:47,CST-6,Tornado,EF2,0,1,150.00K,0.00K
ASHERVILLE,STODDARD CO.,MO,02/29/2012,4:00,CST-6,Tornado,EF3,1,0,150.00K,0.00K
SPRINGFIELD,POSEY CO.,IN,3/2/2012,12:37,CST-6,Tornado,EF2,0,0,500.00K,0.00K
FREDDRICKSBURG,WASHINGTON CO.,IN,3/2/2012,14:50,EST-5,Tornado,EF4,5,0,2.000M,0.00K
BLUE LICK,CLARK CO.,IN,3/2/2012,15:09,EST-5,Tornado,EF4,1,0,55.000M,0.00K
NABB,SCOTT CO.,IN,3/2/2012,15:25,EST-5,Tornado,EF4,1,0,500.00K,0.00K
CHELSEA,JEFFERSON CO.,IN,3/2/2012,15:26,EST-5,Tornado,EF4,4,0,750.00K,0.00K
HOLTON,RIPLEY CO.,IN,3/2/2012,15:52,EST-5,Tornado,EF3,3,5,275.00K,0.00K
MOSCOW,CLERMONT CO.,OH,03/02/2012,16:46,EST-5,Tornado,EF3,3,13,5.660M,0.00K
WEST UNION,ADAMS CO.,OH,03/02/2012,17:33,EST-5,Tornado,EF2,1,2,2.000M,25.00K
HUDSON MILLS,WASHTENAW CO.,MI,03/15/2012,16:18,EST-5,Tornado,EF3,0,0,12.000M,0.00K
COLUMBIAVILLE,LAPEER CO.,MI,03/15/2012,17:49,EST-5,Tornado,EF2,0,0,500.00K,0.00K
NORTH PLATTE,LINCOLN CO.,NE,03/18/2012,20:10,CST-6,Tornado,EF3,0,2,500.00K,0.00K
NORTH PLATTE,LINCOLN CO.,NE,03/18/2012,20:14,CST-6,Tornado,EF3,0,2,750.00K,0.00K
NORTH PLATTE,LINCOLN CO.,NE,03/18/2012,20:18,CST-6,Tornado,EF2,0,0,200.00K,0.00K
SHIRLEY,JEFFERSON CO.,IL,03/23/2012,12:26,CST-6,Tornado,EF2,1,2,150.00K,0.00K
PERCIVAL,FREMONT CO.,IA,4/14/2012,16:28,CST-6,Tornado,EF2,0,4,0.00K,0.00K
CROMWELL,UNION CO.,IA,4/14/2012,17:53,CST-6,Tornado,EF2,0,2,5.000M,0.00K
COOK,JOHNSON CO.,NE,04/14/2012,15:56,CST-6,Tornado,EF2,0,0,0.00K,0.00K
WAYLAND,HENRY CO.,IA,5/3/2012,19:40,CST-6,Tornado,EF2,0,0,500.00K,0.00K
NOBLE,WASHINGTON CO.,IA,5/3/2012,19:50,CST-6,Tornado,EF2,0,0,500.00K,0.00K
ST BERNARD,PLATTE CO.,NE,05/24/2012,16:36,CST-6,Tornado,EF2,0,0,100.00K,0.00K
DIEHLSTADT,SCOTT CO.,MO,06/04/2012,19:44,CST-6,Tornado,EF2,3,0,100.00K,0.00K
PROVO,FALL RIVER CO.,SD,06/22/2012,18:58,MST-7,Tornado,EF2,0,0,500.00K,0.00K
GALATIA,SALINE CO.,IL,01/29/2013,22:16,CST-6,Tornado,EF2,0,2,200.00K,0.00K
JUNLAND,BUTLER CO.,MO,01/29/2013,20:45,CST-6,Tornado,EF2,0,0,60.00K,0.00K
BRIDGETON,ST. LOUIS CO.,MO,04/10/2013,19:00,CST-6,Tornado,EF2,0,2,4.000M,0.00K
MT OLIVE,MACOUPIN CO.,IL,05/20/2013,21:14,CST-6,Tornado,EF2,0,3,0.00K,0.00K
EDGAR,CLAY CO.,NE,05/27/2013,18:32,CST-6,Tornado,EF2,0,0,4.000M,0.00K
HARBINE,JEFFERSON CO.,NE,05/27/2013,20:02,CST-6,Tornado,EF2,0,0,0.00K,0.00K
LAKE FENTON,GENESEE CO.,MI,05/28/2013,20:30,EST-5,Tornado,EF2,0,0,225.00K,0.00K
GRAND BLANC,GENESEE CO.,MI,05/28/2013,20:54,EST-5,Tornado,EF2,0,0,350.00K,0.00K
OLDENBURG,MADISON CO.,IL,05/31/2013,19:29,CST-6,Tornado,EF3,0,0,0.00K,0.00K
GILLESPIE,MACOUPIN CO.,IL,05/31/2013,19:49,CST-6,Tornado,EF2,0,0,0.00K,0.00K
DEFIANCE,ST. CHARLES CO.,MO,05/31/2013,18:50,CST-6,Tornado,EF3,0,8,50.000M,0.00K
VIGUS,ST. LOUIS CO.,MO,05/31/2013,19:08,CST-6,Tornado,EF2,0,0,10.000M,0.00K
SAVANNA,CARROLL CO.,IL,06/12/2013,17:53,CST-6,Tornado,EF2,0,1,0.00K,0.00K
OLAF,WRIGHT CO.,IA,6/12/2013,15:08,CST-6,Tornado,EF3,0,0,500.00K,5.00K
ALEXANDER,FRANKLIN CO.,IA,6/12/2013,15:32,CST-6,Tornado,EF2,0,0,300.00K,10.00K
MAHNOMEN,MAHNOMEN CO.,MN,07/22/2013,0:50,CST-6,Tornado,EF2,0,0,1.000M,500.00K
ZERKEL,CLEARWATER CO.,MN,07/22/2013,1:20,CST-6,Tornado,EF2,0,0,750.00K,100.00K
BENNET,LANCASTER CO.,NE,10/03/2013,21:08,CST-6,Tornado,EF2,0,0,0.00K,0.00K
PALMYRA,OTOE CO.,NE,10/03/2013,21:34,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ALBATON,MONONA CO.,IA,10/4/2013,17:02,CST-6,Tornado,EF2,0,0,0.00K,0.00K
SLOAN,WOODBURY CO.,IA,10/4/2013,17:13,CST-6,Tornado,EF2,0,0,400.00K,0.00K
CLIMBING HILL,WOODBURY CO.,IA,10/4/2013,17:35,CST-6,Tornado,EF4,0,0,2.000M,0.00K
ROYAL,ANTELOPE CO.,NE,10/04/2013,15:48,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ALTONA,WAYNE CO.,NE,10/04/2013,16:12,CST-6,Tornado,EF4,0,15,0.00K,0.00K
CREIGHTON,KNOX CO.,NE,10/04/2013,16:20,CST-6,Tornado,EF3,0,0,0.00K,0.00K
WAKEFIELD,DIXON CO.,NE,10/04/2013,16:35,CST-6,Tornado,EF2,0,0,500.00K,0.00K
MACY,THURSTON CO.,NE,10/04/2013,16:55,CST-6,Tornado,EF2,0,2,0.00K,0.00K
ESSEX,STODDARD CO.,MO,10/31/2013,18:24,CST-6,Tornado,EF2,0,0,800.00K,0.00K
PEKIN,TAZEWELL CO.,IL,11/17/2013,10:53,CST-6,Tornado,EF2,0,10,45.000M,0.00K
MARQUETTE HGTS,TAZEWELL CO.,IL,11/17/2013,10:59,CST-6,Tornado,EF4,3,121,910.000M,0.00K
METAMORA,WOODFORD CO.,IL,11/17/2013,11:12,CST-6,Tornado,EF3,0,4,25.000M,0.00K
RUTLAND,LA SALLE CO.,IL,11/17/2013,11:33,CST-6,Tornado,EF2,0,0,150.00K,0.00K
LONG PT,LIVINGSTON CO.,IL,11/17/2013,11:41,CST-6,Tornado,EF2,0,0,75.00K,0.00K
ADDIEVILLE,WASHINGTON CO.,IL,11/17/2013,12:04,CST-6,Tornado,EF4,2,2,0.00K,0.00K
AVENA,FAYETTE CO.,IL,11/17/2013,12:22,CST-6,Tornado,EF2,0,0,0.00K,0.00K
CENTRAL CITY,GRUNDY CO.,IL,11/17/2013,12:22,CST-6,Tornado,EF2,0,5,10.750M,0.00K
BRAIDWOOD,WILL CO.,IL,11/17/2013,12:26,CST-6,Tornado,EF2,0,0,2.000M,0.00K
WILTON,WILL CO.,IL,11/17/2013,12:42,CST-6,Tornado,EF2,0,0,750.00K,0.00K
FICKLIN,DOUGLAS CO.,IL,11/17/2013,12:44,CST-6,Tornado,EF3,0,0,1.200M,0.00K
THOMASBORO,CHAMPAIGN CO.,IL,11/17/2013,12:45,CST-6,Tornado,EF3,0,6,60.000M,0.00K
BONGARD,CHAMPAIGN CO.,IL,11/17/2013,12:52,CST-6,Tornado,EF2,0,0,800.00K,0.00K
ELLIS,VERMILION CO.,IL,11/17/2013,13:00,CST-6,Tornado,EF2,0,0,2.500M,0.00K
ALLERTON,VERMILION CO.,IL,11/17/2013,13:03,CST-6,Tornado,EF2,0,1,9.500M,0.00K
SIMS,WAYNE CO.,IL,11/17/2013,13:08,CST-6,Tornado,EF2,0,0,150.00K,0.00K
BLACK,EDWARDS CO.,IL,11/17/2013,13:31,CST-6,Tornado,EF2,0,0,200.00K,0.00K
BLACK,EDWARDS CO.,IL,11/17/2013,13:33,CST-6,Tornado,EF2,0,0,150.00K,0.00K
GARDS PT,WABASH CO.,IL,11/17/2013,13:44,CST-6,Tornado,EF2,0,1,250.00K,0.00K
BROOKPORT,MASSAC CO.,IL,11/17/2013,14:20,CST-6,Tornado,EF3,3,33,5.500M,0.00K
NEW LIBERTY,POPE CO.,IL,11/17/2013,14:26,CST-6,Tornado,EF2,0,0,500.00K,0.00K
RILEYSBURG,VERMILLION CO.,IN,11/17/2013,14:22,EST-5,Tornado,EF2,0,0,300.00K,0.00K
FOSTER,WARREN CO.,IN,11/17/2013,14:25,EST-5,Tornado,EF2,0,0,15.00K,0.00K
STERLING,FOUNTAIN CO.,IN,11/17/2013,14:32,EST-5,Tornado,EF2,0,0,175.00K,0.00K
WINGATE,MONTGOMERY CO.,IN,11/17/2013,14:42,EST-5,Tornado,EF2,0,0,1.00K,0.00K
ODELL,TIPPECANOE CO.,IN,11/17/2013,14:43,EST-5,Tornado,EF2,0,0,10.00K,0.00K
BADGER GROVE,WHITE CO.,IN,11/17/2013,14:43,EST-5,Tornado,EF2,0,0,0.00K,0.00K
SMITHSON,WHITE CO.,IN,11/17/2013,14:51,EST-5,Tornado,EF2,0,0,0.00K,0.00K
SMITHSON,WHITE CO.,IN,11/17/2013,14:51,EST-5,Tornado,EF2,0,0,0.00K,0.00K
SOUTH RAUB,TIPPECANOE CO.,IN,11/17/2013,14:52,EST-5,Tornado,EF2,0,0,125.00K,0.00K
BADGER GROVE,WHITE CO.,IN,11/17/2013,14:52,EST-5,Tornado,EF2,0,0,0.00K,0.00K
NORTH CRANE,TIPPECANOE CO.,IN,11/17/2013,14:54,EST-5,Tornado,EF3,0,0,750.00K,0.00K
BEAL,KNOX CO.,IN,11/17/2013,14:56,EST-5,Tornado,EF2,0,1,75.00K,0.00K
MICHIGANTOWN,CLINTON CO.,IN,11/17/2013,15:13,EST-5,Tornado,EF2,0,0,60.00K,0.00K
YOUNG AMERICA,CASS CO.,IN,11/17/2013,15:17,EST-5,Tornado,EF3,0,0,0.00K,0.00K
RUSSIAVILLE,HOWARD CO.,IN,11/17/2013,15:19,EST-5,Tornado,EF2,0,0,300.00K,0.00K
MAYSVILLE,DAVIESS CO.,IN,11/17/2013,15:20,EST-5,Tornado,EF2,0,0,100.00K,0.00K
KOKOMO,HOWARD CO.,IN,11/17/2013,15:29,EST-5,Tornado,EF2,0,5,75.00K,0.00K
MAX,BOONE CO.,IN,11/17/2013,15:36,EST-5,Tornado,EF2,0,2,200.00K,0.00K
MIER,GRANT CO.,IN,11/17/2013,15:42,EST-5,Tornado,EF2,0,0,0.00K,0.00K
DISKO,WABASH CO.,IN,11/17/2013,15:43,EST-5,Tornado,EF2,0,0,0.00K,0.00K
